Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Median Household Income (In 2022 Inflation Adjusted Dollars),Average Family Income (In 2022 Inflation Adjusted Dollars),Median Family Income (In 2022 Inflation Adjusted Dollars),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
"Block Group 2, Census Tract 9006.06, Los Angeles County, California",ca,150,00,06,037,900606,2,Block Group 2,43154,45240.5109489051,,630,94,0,0,0,100,41,18,237,0,12,95,33,0,0,0,0
"Block Group 1, Census Tract 9006.07, Los Angeles County, California",ca,150,00,06,037,900607,1,Block Group 1,49018,61943.3774834437,50357,399,32,12,13,23,38,21,15,37,14,54,41,46,16,0,22,15
"Block Group 2, Census Tract 9006.07, Los Angeles County, California",ca,150,00,06,037,900607,2,Block Group 2,68769,77521.5231788079,69583,731,56,57,0,0,19,14,19,21,52,19,240,38,91,0,105,0
"Block Group 1, Census Tract 9006.08, Los Angeles County, California",ca,150,00,06,037,900608,1,Block Group 1,,57844.8275862069,43185,695,75,15,0,73,56,27,5,93,15,0,40,171,78,16,16,15
"Block Group 2, Census Tract 9006.08, Los Angeles County, California",ca,150,00,06,037,900608,2,Block Group 2,85063,82034.7290640394,80714,464,53,8,0,0,4,0,0,5,69,26,66,95,117,4,4,13
"Block Group 1, Census Tract 9006.09, Los Angeles County, California",ca,150,00,06,037,900609,1,Block Group 1,41027,66518.4438040346,44009,455,79,11,9,0,63,54,0,57,0,20,0,57,55,50,0,0
"Block Group 2, Census Tract 9006.09, Los Angeles County, California",ca,150,00,06,037,900609,2,Block Group 2,104384,101949.713193117,103862,573,43,6,0,7,10,0,24,43,14,34,23,32,122,125,61,29
"Block Group 3, Census Tract 9006.09, Los Angeles County, California",ca,150,00,06,037,900609,3,Block Group 3,27214,42805.6179775281,,462,50,83,41,26,64,0,0,0,22,25,38,95,12,0,0,6
"Block Group 1, Census Tract 9006.10, Los Angeles County, California",ca,150,00,06,037,900610,1,Block Group 1,25701,29657.8947368421,26777,653,156,68,11,43,238,0,21,103,0,5,0,0,0,0,8,0
"Block Group 2, Census Tract 9006.10, Los Angeles County, California",ca,150,00,06,037,900610,2,Block Group 2,40855,50870.1357466063,49038,527,41,23,32,22,52,48,39,28,13,50,76,103,0,0,0,0
"Block Group 1, Census Tract 9006.11, Los Angeles County, California",ca,150,00,06,037,900611,1,Block Group 1,59975,220896.75,66618,548,51,29,0,0,0,8,0,41,0,146,34,80,53,62,17,27
"Block Group 2, Census Tract 9006.11, Los Angeles County, California",ca,150,00,06,037,900611,2,Block Group 2,91515,96043.6688311688,91765,633,0,0,19,0,18,0,23,17,0,0,56,291,149,35,25,0
"Block Group 1, Census Tract 9007.01, Los Angeles County, California",ca,150,00,06,037,900701,1,Block Group 1,30685,35960.8465608466,31488,491,128,41,42,10,13,42,31,0,52,54,25,29,16,8,0,0
"Block Group 2, Census Tract 9007.01, Los Angeles County, California",ca,150,00,06,037,900701,2,Block Group 2,48599,52234.5833333333,48362,301,9,55,0,10,0,31,0,0,78,0,46,33,32,7,0,0
"Block Group 3, Census Tract 9007.01, Los Angeles County, California",ca,150,00,06,037,900701,3,Block Group 3,72420,89906.9536423841,71968,347,0,38,0,8,25,0,21,17,0,4,75,19,60,40,17,23
"Block Group 4, Census Tract 9007.01, Los Angeles County, California",ca,150,00,06,037,900701,4,Block Group 4,64009,97287.3134328358,78636,399,22,12,25,29,9,30,0,5,7,43,59,41,45,27,24,21
"Block Group 1, Census Tract 9007.03, Los Angeles County, California",ca,150,00,06,037,900703,1,Block Group 1,67274,70422.3564954683,75964,863,9,25,20,74,22,28,145,0,14,19,101,182,94,8,23,99
"Block Group 2, Census Tract 9007.03, Los Angeles County, California",ca,150,00,06,037,900703,2,Block Group 2,73168,75602.8985507246,73320,475,9,29,32,3,8,9,0,0,7,1,182,95,30,70,0,0
"Block Group 3, Census Tract 9007.03, Los Angeles County, California",ca,150,00,06,037,900703,3,Block Group 3,50505,77371.7348927875,53419,827,54,138,36,44,18,34,37,43,0,176,60,31,19,9,99,29
"Block Group 1, Census Tract 9007.04, Los Angeles County, California",ca,150,00,06,037,900704,1,Block Group 1,58902,69080.0429184549,57115,861,12,39,50,26,27,42,65,68,35,81,71,179,51,95,20,0
"Block Group 2, Census Tract 9007.04, Los Angeles County, California",ca,150,00,06,037,900704,2,Block Group 2,46394,57782.2314049587,63929,699,91,58,16,11,18,21,0,120,36,39,90,96,47,32,8,16
"Block Group 1, Census Tract 9007.05, Los Angeles County, California",ca,150,00,06,037,900705,1,Block Group 1,86071,165371.38047138,,448,0,0,0,6,0,0,18,25,0,142,21,36,39,21,16,124
"Block Group 2, Census Tract 9007.05, Los Angeles County, California",ca,150,00,06,037,900705,2,Block Group 2,47923,74759.7435897436,,1084,154,75,125,19,0,0,133,25,65,45,71,167,101,35,27,42
"Block Group 3, Census Tract 9007.05, Los Angeles County, California",ca,150,00,06,037,900705,3,Block Group 3,26697,35618.8596491228,,288,60,10,0,0,120,0,0,0,0,58,0,14,26,0,0,0
"Block Group 1, Census Tract 9008.04, Los Angeles County, California",ca,150,00,06,037,900804,1,Block Group 1,42358,57986.9565217391,45446,727,85,93,26,69,15,17,17,98,14,29,50,74,87,31,0,22
"Block Group 2, Census Tract 9008.04, Los Angeles County, California",ca,150,00,06,037,900804,2,Block Group 2,72115,72454.9839228296,72014,358,9,5,26,40,0,0,0,16,40,23,36,58,20,56,29,0
"Block Group 1, Census Tract 9008.05, Los Angeles County, California",ca,150,00,06,037,900805,1,Block Group 1,76890,94586.2962962963,100233,408,3,0,17,8,0,54,15,0,9,20,47,83,101,32,19,0
"Block Group 2, Census Tract 9008.05, Los Angeles County, California",ca,150,00,06,037,900805,2,Block Group 2,84517,101773.648648649,98023,589,0,21,28,33,0,48,45,0,4,60,20,142,15,84,79,10
"Block Group 3, Census Tract 9008.05, Los Angeles County, California",ca,150,00,06,037,900805,3,Block Group 3,104514,124629.424778761,131667,559,16,12,10,58,0,13,25,0,8,15,47,61,41,228,0,25
"Block Group 1, Census Tract 9008.06, Los Angeles County, California",ca,150,00,06,037,900806,1,Block Group 1,46161,52519.4244604317,41042,787,84,59,35,77,65,6,0,61,14,51,9,205,18,41,49,13
"Block Group 2, Census Tract 9008.06, Los Angeles County, California",ca,150,00,06,037,900806,2,Block Group 2,18391,48538.0952380952,,1300,193,320,193,113,20,85,20,94,7,25,51,80,48,9,32,10
"Block Group 1, Census Tract 9008.07, Los Angeles County, California",ca,150,00,06,037,900807,1,Block Group 1,75500,89634.7593582888,92700,530,0,54,16,40,0,45,0,14,12,0,77,54,151,17,19,31
"Block Group 2, Census Tract 9008.07, Los Angeles County, California",ca,150,00,06,037,900807,2,Block Group 2,72478,101739.252336449,76484,595,65,0,0,13,0,16,16,27,0,21,140,94,31,9,43,120
"Block Group 1, Census Tract 9008.08, Los Angeles County, California",ca,150,00,06,037,900808,1,Block Group 1,53125,56692.4028268551,55705,660,49,15,0,8,116,15,48,0,59,116,0,150,48,20,16,0
"Block Group 2, Census Tract 9008.08, Los Angeles County, California",ca,150,00,06,037,900808,2,Block Group 2,83866,77820.4188481675,83302,709,50,57,15,41,0,0,0,28,0,19,50,232,77,4,123,13
"Block Group 1, Census Tract 9009.01, Los Angeles County, California",ca,150,00,06,037,900901,1,Block Group 1,41667,67625.393258427,60685,620,15,25,46,75,28,37,62,33,42,15,77,52,65,30,18,0
"Block Group 2, Census Tract 9009.01, Los Angeles County, California",ca,150,00,06,037,900901,2,Block Group 2,108533,180477.333333333,130792,325,14,11,8,34,0,8,7,23,21,0,0,27,35,38,31,68
"Block Group 1, Census Tract 9009.02, Los Angeles County, California",ca,150,00,06,037,900902,1,Block Group 1,73214,109742.545454545,95156,390,55,0,24,0,0,0,6,10,30,15,60,48,12,52,24,54
"Block Group 2, Census Tract 9009.02, Los Angeles County, California",ca,150,00,06,037,900902,2,Block Group 2,44286,77136.5079365079,,194,0,32,0,8,9,6,22,28,37,13,10,9,10,0,10,0
"Block Group 1, Census Tract 9010.03, Los Angeles County, California",ca,150,00,06,037,901003,1,Block Group 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 9010.07, Los Angeles County, California",ca,150,00,06,037,901007,1,Block Group 1,80192,127065.615141956,99946,430,47,14,0,9,28,0,4,4,8,17,64,63,18,60,51,43
"Block Group 2, Census Tract 9010.07, Los Angeles County, California",ca,150,00,06,037,901007,2,Block Group 2,112656,134535.714285714,108125,287,5,5,4,0,4,4,0,0,10,7,34,61,42,8,36,67
"Block Group 1, Census Tract 9010.08, Los Angeles County, California",ca,150,00,06,037,901008,1,Block Group 1,89879,102210.913140312,89718,571,55,43,27,46,0,8,0,16,17,21,19,63,84,37,60,75
"Block Group 2, Census Tract 9010.08, Los Angeles County, California",ca,150,00,06,037,901008,2,Block Group 2,83750,112283.541147132,93295,493,0,5,9,12,0,6,14,36,25,56,57,55,56,16,111,35
"Block Group 1, Census Tract 9010.09, Los Angeles County, California",ca,150,00,06,037,901009,1,Block Group 1,97169,158362.37745098,102391,905,19,0,30,10,10,28,0,21,0,10,173,156,127,62,82,177
"Block Group 2, Census Tract 9010.09, Los Angeles County, California",ca,150,00,06,037,901009,2,Block Group 2,55536,64067.9487179487,60804,343,31,24,0,9,49,33,0,6,0,25,59,27,17,36,0,27
"Block Group 3, Census Tract 9010.09, Los Angeles County, California",ca,150,00,06,037,901009,3,Block Group 3,98864,132030.456852792,94415,682,33,20,12,0,33,59,0,11,0,25,49,109,53,84,111,83
"Block Group 1, Census Tract 9010.10, Los Angeles County, California",ca,150,00,06,037,901010,1,Block Group 1,105433,106808.741258741,106078,403,0,14,4,8,20,0,27,0,0,17,43,40,95,19,94,22
"Block Group 2, Census Tract 9010.10, Los Angeles County, California",ca,150,00,06,037,901010,2,Block Group 2,39621,69062.3711340206,,603,68,64,91,0,15,0,72,13,18,0,7,85,89,13,37,31
"Block Group 3, Census Tract 9010.10, Los Angeles County, California",ca,150,00,06,037,901010,3,Block Group 3,66346,62362.1145374449,62500,500,83,0,11,0,0,0,15,18,0,92,113,74,53,22,19,0
"Block Group 4, Census Tract 9010.10, Los Angeles County, California",ca,150,00,06,037,901010,4,Block Group 4,97760,147091.111111111,123438,351,7,32,10,0,0,0,0,0,8,0,81,59,8,27,45,74
"Block Group 1, Census Tract 9010.11, Los Angeles County, California",ca,150,00,06,037,901011,1,Block Group 1,100197,104526.170798898,103846,893,78,67,16,52,11,8,11,0,10,35,110,47,205,47,113,83
"Block Group 2, Census Tract 9010.11, Los Angeles County, California",ca,150,00,06,037,901011,2,Block Group 2,73869,83532.5670498084,84362,593,0,50,43,51,30,13,29,0,12,44,34,66,103,66,26,26
"Block Group 3, Census Tract 9010.11, Los Angeles County, California",ca,150,00,06,037,901011,3,Block Group 3,90313,79241.2844036697,,572,0,0,46,43,36,11,21,12,25,17,48,34,88,100,59,32
"Block Group 1, Census Tract 9010.12, Los Angeles County, California",ca,150,00,06,037,901012,1,Block Group 1,128097,145511.421319797,115581,445,24,0,0,0,0,0,0,0,0,0,0,40,148,63,50,120
"Block Group 2, Census Tract 9010.12, Los Angeles County, California",ca,150,00,06,037,901012,2,Block Group 2,112230,126319.555935098,112255,1293,13,74,0,39,0,0,0,60,20,23,35,186,399,118,153,173
"Block Group 1, Census Tract 9010.13, Los Angeles County, California",ca,150,00,06,037,901013,1,Block Group 1,140417,128248.697916667,140944,671,0,14,0,0,39,57,49,0,0,0,32,38,99,57,221,65
"Block Group 2, Census Tract 9010.13, Los Angeles County, California",ca,150,00,06,037,901013,2,Block Group 2,119572,126799.176954733,118618,537,0,43,0,0,18,0,0,0,0,54,56,55,71,21,138,81
"Block Group 1, Census Tract 9010.14, Los Angeles County, California",ca,150,00,06,037,901014,1,Block Group 1,98462,94057.0833333333,98846,654,24,47,21,0,16,0,14,95,0,0,92,34,68,40,149,54
"Block Group 2, Census Tract 9010.14, Los Angeles County, California",ca,150,00,06,037,901014,2,Block Group 2,128998,155891.212871287,128446,867,21,0,13,0,34,0,0,70,0,36,0,69,124,148,250,102
"Block Group 1, Census Tract 9011.01, Los Angeles County, California",ca,150,00,06,037,901101,1,Block Group 1,83173,94586.9565217391,83185,645,55,0,32,9,0,0,6,43,46,48,59,93,35,79,127,13
"Block Group 2, Census Tract 9011.01, Los Angeles County, California",ca,150,00,06,037,901101,2,Block Group 2,90900,109703.488372093,92047,1081,10,23,55,13,18,0,0,0,0,28,290,234,84,124,151,51
"Block Group 1, Census Tract 9011.02, Los Angeles County, California",ca,150,00,06,037,901102,1,Block Group 1,70380,117554.942528736,99150,673,57,0,19,23,15,0,0,0,33,114,108,31,78,32,108,55
"Block Group 2, Census Tract 9011.02, Los Angeles County, California",ca,150,00,06,037,901102,2,Block Group 2,89049,113048.041237113,99354,689,28,14,0,0,0,0,24,30,16,28,128,182,107,67,22,43
"Block Group 3, Census Tract 9011.02, Los Angeles County, California",ca,150,00,06,037,901102,3,Block Group 3,124750,163717.97752809,143958,574,2,9,0,17,12,0,0,0,0,121,6,52,69,37,125,124
"Block Group 1, Census Tract 9012.09, Los Angeles County, California",ca,150,00,06,037,901209,1,Block Group 1,77969,91058.1081081081,88250,397,40,38,5,2,2,18,30,7,6,20,29,77,34,72,11,6
"Block Group 1, Census Tract 9012.10, Los Angeles County, California",ca,150,00,06,037,901210,1,Block Group 1,101042,124288.528138528,115556,661,11,5,18,31,16,14,8,20,26,48,36,95,97,18,143,75
"Block Group 1, Census Tract 9012.14, Los Angeles County, California",ca,150,00,06,037,901214,1,Block Group 1,103398,109381.517241379,110564,947,28,0,44,0,15,0,9,0,15,124,50,154,238,205,22,43
"Block Group 2, Census Tract 9012.14, Los Angeles County, California",ca,150,00,06,037,901214,2,Block Group 2,149886,173366.419294991,148693,570,0,0,25,0,0,0,0,14,0,22,0,174,0,51,88,196
"Block Group 1, Census Tract 9012.15, Los Angeles County, California",ca,150,00,06,037,901215,1,Block Group 1,75794,109032.997481108,72865,475,25,25,14,0,0,0,0,24,15,0,111,94,38,0,76,53
"Block Group 2, Census Tract 9012.15, Los Angeles County, California",ca,150,00,06,037,901215,2,Block Group 2,32944,111915.160349854,115285,1053,28,305,29,72,76,42,44,46,0,26,68,107,57,35,60,58
"Block Group 1, Census Tract 9012.16, Los Angeles County, California",ca,150,00,06,037,901216,1,Block Group 1,109018,174802.460202605,111614,835,12,59,14,0,17,43,0,23,7,11,151,34,138,76,89,161
"Block Group 1, Census Tract 9012.17, Los Angeles County, California",ca,150,00,06,037,901217,1,Block Group 1,115278,142539.35483871,124766,582,43,0,40,0,10,0,0,44,10,20,11,60,113,46,91,94
"Block Group 1, Census Tract 9012.18, Los Angeles County, California",ca,150,00,06,037,901218,1,Block Group 1,190417,187378.229317852,170298,743,0,0,0,0,0,0,0,0,9,21,0,88,92,103,94,336
"Block Group 1, Census Tract 9013, Los Angeles County, California",ca,150,00,06,037,901300,1,Block Group 1,67984,78981.7351598174,68021,560,79,1,6,50,0,7,39,12,24,36,61,119,53,40,18,15
"Block Group 1, Census Tract 9100.02, Los Angeles County, California",ca,150,00,06,037,910002,1,Block Group 1,73589,82566.8769716088,76307,805,85,29,59,0,0,17,17,101,8,39,65,118,125,55,79,8
"Block Group 2, Census Tract 9100.02, Los Angeles County, California",ca,150,00,06,037,910002,2,Block Group 2,54607,51773.9726027397,53574,777,0,46,50,63,51,0,0,32,0,191,96,191,0,0,57,0
"Block Group 3, Census Tract 9100.02, Los Angeles County, California",ca,150,00,06,037,910002,3,Block Group 3,86016,77021.978021978,,397,0,17,17,0,0,0,41,70,13,34,0,103,0,40,45,17
"Block Group 1, Census Tract 9102.10, Los Angeles County, California",ca,150,00,06,037,910210,1,Block Group 1,129408,167934.412580944,129408,1215,0,0,0,0,0,0,0,0,18,51,68,312,67,257,96,346
"Block Group 2, Census Tract 9102.10, Los Angeles County, California",ca,150,00,06,037,910210,2,Block Group 2,93816,100984.426229508,114545,364,17,0,0,0,0,0,0,54,0,38,42,57,33,49,60,14
"Block Group 3, Census Tract 9102.10, Los Angeles County, California",ca,150,00,06,037,910210,3,Block Group 3,124176,142382.974910394,127885,676,0,0,0,0,0,58,0,0,0,0,120,77,114,89,116,102
"Block Group 1, Census Tract 9102.11, Los Angeles County, California",ca,150,00,06,037,910211,1,Block Group 1,224444,254376.722090261,222986,438,0,6,0,0,0,11,0,5,0,10,0,12,7,13,101,273
"Block Group 1, Census Tract 9102.12, Los Angeles County, California",ca,150,00,06,037,910212,1,Block Group 1,135306,204760.646387833,135995,610,0,13,8,0,66,0,18,0,10,0,50,38,74,114,44,175
"Block Group 2, Census Tract 9102.12, Los Angeles County, California",ca,150,00,06,037,910212,2,Block Group 2,65500,141861.437908497,,452,44,41,68,9,15,0,0,0,0,32,29,33,11,39,21,110
"Block Group 1, Census Tract 9102.13, Los Angeles County, California",ca,150,00,06,037,910213,1,Block Group 1,127202,152131.543624161,128750,481,60,0,17,0,0,17,0,17,0,16,51,22,22,67,60,132
"Block Group 1, Census Tract 9102.14, Los Angeles County, California",ca,150,00,06,037,910214,1,Block Group 1,97731,111504.777070064,99907,419,5,0,6,11,5,14,0,0,0,28,28,137,73,67,40,5
"Block Group 2, Census Tract 9102.14, Los Angeles County, California",ca,150,00,06,037,910214,2,Block Group 2,140234,148004.743083004,133636,553,8,0,0,9,12,0,31,0,0,5,59,68,57,67,133,104
"Block Group 3, Census Tract 9102.14, Los Angeles County, California",ca,150,00,06,037,910214,3,Block Group 3,118081,141979.603960396,120655,614,24,0,9,0,6,0,6,6,34,22,53,122,88,22,75,147
"Block Group 1, Census Tract 9102.15, Los Angeles County, California",ca,150,00,06,037,910215,1,Block Group 1,101724,119196.412556054,102198,234,0,0,0,12,9,0,0,10,6,0,40,20,39,52,9,37
"Block Group 2, Census Tract 9102.15, Los Angeles County, California",ca,150,00,06,037,910215,2,Block Group 2,136031,134575.542168675,126833,933,7,20,9,26,0,20,54,13,11,15,31,134,48,208,147,190
"Block Group 3, Census Tract 9102.15, Los Angeles County, California",ca,150,00,06,037,910215,3,Block Group 3,49219,66960.3576751118,58405,843,20,36,47,0,123,34,112,25,32,55,111,70,142,23,0,13
"Block Group 1, Census Tract 9102.16, Los Angeles County, California",ca,150,00,06,037,910216,1,Block Group 1,141071,149323.513513514,142000,472,0,0,26,0,0,0,63,6,0,7,15,42,71,14,93,135
"Block Group 2, Census Tract 9102.16, Los Angeles County, California",ca,150,00,06,037,910216,2,Block Group 2,119583,140842.821782178,136042,938,15,0,0,0,24,0,0,36,0,67,109,147,73,136,123,208
"Block Group 1, Census Tract 9102.17, Los Angeles County, California",ca,150,00,06,037,910217,1,Block Group 1,126250,158060.075329567,139250,657,6,18,0,18,16,23,0,13,0,7,0,157,67,110,44,178
"Block Group 2, Census Tract 9102.17, Los Angeles County, California",ca,150,00,06,037,910217,2,Block Group 2,82072,96417.7328843995,81217,933,156,10,9,0,5,0,33,101,9,58,49,56,138,83,106,120
"Block Group 1, Census Tract 9102.18, Los Angeles County, California",ca,150,00,06,037,910218,1,Block Group 1,100278,94167.5097276265,87083,670,48,15,0,0,0,22,49,17,10,47,19,102,121,28,122,70
"Block Group 2, Census Tract 9102.18, Los Angeles County, California",ca,150,00,06,037,910218,2,Block Group 2,,80479.3893129771,92763,382,43,16,21,18,85,0,0,0,16,16,0,53,54,60,0,0
"Block Group 3, Census Tract 9102.18, Los Angeles County, California",ca,150,00,06,037,910218,3,Block Group 3,68526,113412.802768166,88250,432,7,40,0,0,56,17,17,10,7,45,51,48,33,7,50,44
"Block Group 1, Census Tract 9103.01, Los Angeles County, California",ca,150,00,06,037,910301,1,Block Group 1,98194,141207.977207977,99028,405,27,35,0,9,0,0,7,0,0,21,22,88,8,36,62,90
"Block Group 2, Census Tract 9103.01, Los Angeles County, California",ca,150,00,06,037,910301,2,Block Group 2,126411,148730.421686747,128125,1203,54,38,61,0,0,9,2,0,50,27,76,81,186,289,124,206
"Block Group 1, Census Tract 9103.02, Los Angeles County, California",ca,150,00,06,037,910302,1,Block Group 1,114508,189402.69058296,136719,269,0,0,0,0,0,12,0,0,0,0,7,89,33,24,31,73
"Block Group 2, Census Tract 9103.02, Los Angeles County, California",ca,150,00,06,037,910302,2,Block Group 2,54153,116617.670682731,,358,28,1,0,25,34,36,0,0,14,76,22,6,0,8,66,42
"Block Group 3, Census Tract 9103.02, Los Angeles County, California",ca,150,00,06,037,910302,3,Block Group 3,161571,167336.363636364,162051,697,36,0,56,59,0,0,0,0,0,46,7,12,19,80,117,265
"Block Group 4, Census Tract 9103.02, Los Angeles County, California",ca,150,00,06,037,910302,4,Block Group 4,67788,137378.528827038,104705,737,0,0,0,0,11,12,78,60,13,95,111,31,104,22,109,91
